geometry,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.144301 -8.099028),Deter_Deg_CsG,2024,1.1046134,0.67237335,2.0651467,2.1131735,1.5368534,2.1131735,-2.0171201,0.7684267,0.7684267,5.7632003,-1.3927734,0.28816003,-3.5059469,-4.8506937,2.3052802,2.4493601,-4.226347,0.14408001,-1.6329068,1.2006668,1.7289602,2.2572534,2.0651467,-0.62434673,4.0342402,3.0737069,-3.3138402,5.2829337,1.3447467,-0.4802667,0.14408001,-2.59344,-1.9210668,1.4888268,1.1046134,-1.3447467,2.0171201,-2.3533068,-0.62434673,-1.2006668,0.4802667,-4.2743735,0.28816003,1.9210668,0.38421336,-1.7289602,-0.8164534,-2.8335736,0.72040004,-1.5848801,1.4888268,2.3533068,-0.14408001,0.9605334,2.0651467,2.2092268,-2.3052802,-3.794107,5.811227,-2.0651467,-1.2486935,-0.4802667,2.8335736,3.4098935,1.8730401,2.6414669,1.2486935,2.5454135,0.5282934,2.1131735,-0.43224004,1.2486935,5.378987,-1.4408001,-1.7769868,-1.9690934,1.4888268,1.5368534,1.0565867,-0.8164534,-3.1697602,-2.0171201,-5.3309603,-2.0651467,1.7769868,-1.1526401,5.234907,-4.658587,-0.67237335,-1.5368534,0.09605334,-2.2572534,1.8250134,1.3447467,2.1131735,1.9210668,-2.3533068,0.43224004,6.099387,-3.6500268,-3.8901603,-2.8335736,-0.33618668,-2.3052802,0.33618668,2.4013336,4.1302934,0.8164534,2.1612,0.04802667,1.4888268,-2.0171201,-0.57632005,-1.1046134,2.3052802,-0.19210668,-2.3052802,4.1302934,-4.1783204,-5.667147,-2.3052802,-3.7460802,-5.9072804,2.6414669,-3.1697602,0.14408001,3.1217334,-1.0565867
POINT (-61.14421 -8.099028),Deter_Deg_CsG,2024,4.2918167,0.10865359,1.5211502,1.847111,1.2495162,2.0644183,-2.7706666,1.0865359,0.7605751,3.7485487,0.16298038,2.118745,-3.9115293,-3.150954,0.8692287,2.7163398,-4.998065,0.43461436,-2.390379,2.1730719,2.8249934,1.1408627,1.6298039,-1.847111,4.4004703,2.8793201,-2.390379,6.356235,1.0865359,-1.303843,-0.054326795,-1.9557647,-3.0966272,1.4124967,-1.7927842,-1.0865359,1.1951895,-3.3682613,0.6519215,-0.54326797,1.847111,-4.835085,-0.054326795,1.7384574,-1.1408627,-0.9235555,1.4124967,-3.7485487,0.0,-2.2273986,0.48894116,1.5211502,-0.16298038,1.7927842,0.81490195,2.1730719,-2.118745,-1.1951895,6.8995028,-1.303843,-0.9235555,-0.16298038,2.933647,4.4004703,1.303843,3.0423005,2.390379,3.0423005,0.21730718,2.8249934,-0.38028756,0.21730718,4.6177773,-2.1730719,-1.1951895,-3.0423005,0.9778823,0.21730718,2.0100913,0.38028756,-4.183163,-1.5211502,-4.9437385,-0.32596076,1.4124967,-1.5211502,2.2273986,-2.8793201,-0.9778823,-1.6841307,-0.21730718,-2.7706666,1.4124967,1.4668235,3.476915,1.9557647,-0.6519215,1.303843,4.7264314,0.54326797,-3.5312417,-0.81490195,0.27163398,-0.054326795,0.16298038,3.3682613,4.1288366,0.27163398,1.4124967,-0.70624834,2.390379,-2.5533593,0.16298038,-0.59759474,3.8028758,-1.0322092,-3.3139346,4.4547973,-3.965856,-5.5956597,-1.0865359,-4.2918167,-5.1067185,1.847111,-1.9557647,0.27163398,4.8894114,-1.2495162
POINT (-61.144119 -8.099028),Deter_Deg_CsG,2024,2.6505053,-1.4098433,0.28196865,1.6354182,1.5790244,1.6918119,-0.95869344,-0.50754356,0.9022997,4.793467,-0.7895122,0.45114985,-4.1167426,-2.8760803,-1.4662371,0.11278746,-4.7370734,1.3534496,-2.3685367,2.0301743,1.1842684,2.4813242,0.62033105,-1.3534496,4.68068,2.7068992,-2.8760803,4.2859235,1.8045994,-0.05639373,0.62033105,-2.4813242,-1.0714809,0.28196865,0.1691812,-1.7482057,2.9324741,-2.1429617,1.0714809,-0.1691812,1.2970558,-6.2033105,1.0150871,0.9022997,0.22557493,-1.9737806,0.11278746,-2.086568,0.1691812,-2.4813242,0.84590596,1.5226307,-0.28196865,1.0150871,1.3534496,-1.1278746,-1.8045994,-1.5226307,5.9777355,-1.6918119,-0.3383624,-0.3383624,1.9173869,3.7219863,1.2406621,4.68068,2.8196867,3.3836238,0.1691812,2.4249303,-0.28196865,2.2557492,4.342317,-2.9324741,-1.9737806,-1.7482057,1.2406621,0.45114985,1.2970558,-1.6354182,-3.2708364,-1.9173869,-5.470192,-1.1842684,0.0,-0.28196865,3.2144427,-2.9324741,-1.0714809,-2.1429617,0.28196865,-1.4662371,0.6767248,1.8609931,3.7219863,2.5941117,-2.0301743,1.2406621,5.6393733,-1.4662371,-3.1016552,-1.5790244,1.9173869,-1.8045994,2.1429617,2.8196867,3.7219863,0.05639373,2.1993556,-0.50754356,2.9324741,-2.3685367,-1.1842684,-0.6767248,3.1016552,-0.73311853,-2.1993556,3.4964113,-3.8911674,-5.921342,-1.3534496,-2.7632928,-7.162004,3.7219863,-3.2708364,-1.4098433,3.3836238,-0.7895122
POINT (-61.144029 -8.099028),Deter_Deg_CsG,2024,1.2996254,-0.49509537,1.1139646,0.74264306,1.4233992,1.4233992,-0.74264306,-0.6188692,0.74264306,5.322275,-1.4233992,-0.3094346,-3.4656677,-5.384162,0.92830384,1.4233992,-2.9705722,0.43320847,-1.4852861,1.0520777,1.3615123,1.9184946,0.49509537,-0.49509537,4.5796323,2.4754767,-3.4037807,4.146424,1.1139646,-0.12377384,0.3094346,-3.7132154,-1.6090599,0.12377384,2.8467984,-2.8467984,1.1139646,-1.9803815,-0.68075615,-0.80452996,1.1139646,-3.960763,1.4233992,1.3615123,1.2996254,-1.9184946,-0.6188692,-1.7947208,0.68075615,-1.3615123,0.6188692,3.094346,-0.86641693,0.3094346,1.8566077,0.92830384,-2.5373638,-3.2181199,4.765293,-2.7230246,0.18566076,-0.92830384,1.4233992,3.960763,2.0422685,3.156233,0.24754769,2.41359,0.99019074,2.41359,-0.80452996,1.2377384,5.1985016,-2.41359,-1.8566077,-1.4852861,1.4233992,2.2898161,0.49509537,-0.6188692,-3.280007,-1.9803815,-6.312466,-3.280007,0.86641693,-1.7947208,4.2701974,-3.3418937,0.18566076,-1.6090599,-0.5569823,-1.1758515,0.86641693,0.12377384,1.6090599,2.41359,-3.5894415,1.1758515,4.9509535,-2.1041553,-3.898876,-3.094346,0.49509537,-2.4754767,1.4852861,3.3418937,3.3418937,1.1758515,1.6090599,0.68075615,1.0520777,-1.4852861,-1.547173,-1.8566077,3.094346,-0.6188692,-2.7849114,3.8369892,-5.0747275,-6.0649185,-1.7328339,-3.3418937,-7.859639,2.2898161,-3.4037807,-0.18566076,2.8467984,-0.86641693
POINT (-61.143938 -8.099028),Deter_Deg_CsG,2024,3.6639125,-1.9935995,1.4009078,0.3232864,-0.053881068,1.8319563,0.3232864,-1.4009078,-1.0776213,3.7177937,0.21552427,-0.26940534,-3.6639125,-3.3406262,0.21552427,0.3232864,-3.3945072,0.7004539,-1.2931457,3.2328641,1.0237403,2.1013618,1.1315024,-1.1315024,4.4182477,3.6100316,-1.2392646,4.633772,1.9935995,0.21552427,1.2931457,-2.2091238,-1.8858373,0.1616432,0.107762136,-1.6703131,2.5324101,-3.0712209,0.43104854,-1.0237403,1.9397185,-5.9807987,1.4547888,0.7004539,-0.43104854,-1.4009078,1.2931457,-2.0474806,1.0237403,-3.5022695,1.7780752,0.91597813,-0.7543349,-0.053881068,1.0237403,1.2931457,-3.286745,-1.2931457,6.250204,-1.0776213,-0.80821604,1.0237403,1.3470267,5.1725826,1.9397185,2.8556967,3.4483883,4.4182477,2.8018155,2.3707669,-0.48492962,0.6465728,4.9031773,-3.178983,-0.96985924,-1.8319563,2.7479343,0.3232864,2.1013618,-0.5388107,-4.256604,-1.8858373,-5.819155,-1.4547888,0.7543349,0.107762136,1.7241942,-2.0474806,-1.0776213,-0.6465728,-0.107762136,-1.0237403,0.91597813,0.6465728,3.3945072,1.7241942,-3.0712209,2.5862913,5.1187015,-0.8620971,-2.2630048,-0.8620971,1.8858373,-0.21552427,0.7543349,3.178983,2.5862913,-0.43104854,2.1013618,-0.6465728,1.4547888,-2.1013618,-0.8620971,-0.5926917,4.3104854,-0.43104854,-4.4721284,3.933318,-2.7479343,-4.5260096,-2.1552427,-3.178983,-6.8428955,0.7543349,-3.0173397,-0.91597813,3.987199,-0.8620971
POINT (-61.143848 -8.099028),Deter_Deg_CsG,2024,1.6747012,-0.47848606,1.6747012,0.89716136,0.17943227,1.1364044,-1.3756474,-2.212998,-0.47848606,4.964293,-1.4354582,-0.5382968,-2.691484,-4.366185,0.7177291,1.3756474,-3.7680779,0.9569721,-2.1531873,2.930727,0.9569721,2.8111057,0.2990538,-1.6747012,4.425996,0.8373506,-4.3063745,4.366185,1.973755,0.9569721,1.4354582,-2.8709164,-1.734512,-0.059810758,2.6316733,-2.1531873,1.2560259,-2.0335658,-0.8373506,-1.0765936,1.495269,-4.3063745,1.5550797,1.8541335,1.0765936,-2.691484,-0.23924303,-0.7177291,0.35886455,-1.1962152,0.65791833,2.6316733,-0.4186753,0.9569721,2.3924303,0.65791833,-2.2728088,-2.6316733,5.2633467,-3.5288348,-0.65791833,-0.059810758,2.3326197,3.648456,2.212998,3.7680779,1.6747012,3.0503488,0.8373506,1.8541335,-0.65791833,1.1962152,3.469024,-1.734512,-1.2560259,-0.23924303,2.212998,1.734512,1.1962152,-2.452241,-3.409213,-1.6148905,-6.7586155,-2.8111057,1.0765936,-1.1364044,4.0671315,-2.3924303,-0.89716136,-1.3158367,-0.23924303,-0.17943227,1.3158367,-0.17943227,1.2560259,1.495269,-3.8876991,2.2728088,5.5624003,-2.0335658,-2.2728088,-2.5718627,0.2990538,-1.8541335,1.0765936,3.8876991,3.469024,0.35886455,1.973755,0.119621515,0.89716136,-1.0167829,-1.1962152,-0.35886455,2.691484,-1.1364044,-3.229781,4.3063745,-3.8876991,-4.72505,-1.4354582,-2.7512949,-7.5959663,3.1101594,-2.8709164,-0.47848606,2.0335658,0.4186753
POINT (-61.143757 -8.099028),Deter_Deg_CsG,2024,1.2608664,-0.9606601,1.5610727,-0.18012378,0.9606601,1.0207014,0.060041256,-0.30020627,0.18012378,4.262929,-1.9213202,-0.48033005,-2.8819804,-4.683218,1.2008251,-0.5403713,-3.7225578,2.341609,-0.48033005,2.2215264,0.30020627,2.7018566,-0.12008251,-1.6211139,3.7225578,2.101444,-4.262929,3.3623104,2.2815678,1.2608664,2.2215264,-3.4223516,-0.90061885,0.060041256,2.9420216,-2.2215264,1.9213202,-3.1821866,-0.12008251,-0.90061885,1.2608664,-5.163548,1.2608664,1.3809489,1.3209076,-2.1614852,-1.0207014,-0.6604538,0.060041256,-1.6811552,0.90061885,3.0020628,0.4202888,0.90061885,1.8012377,-0.9606601,-1.7411964,-3.3623104,4.923383,-2.4616916,-0.12008251,0.0,1.6211139,3.4223516,2.1614852,2.2815678,2.1614852,4.383012,0.30020627,1.9813615,0.0,1.8012377,3.5424342,-1.7411964,-2.9420216,-0.24016502,1.3209076,0.18012378,0.24016502,-1.2608664,-2.7018566,-1.3209076,-6.064167,-2.5217328,0.7204951,-0.7204951,4.262929,-2.8819804,-1.8012377,-0.90061885,-0.6604538,-1.3809489,0.7204951,-0.30020627,2.1614852,2.1614852,-3.7225578,1.6211139,5.0434656,-2.581774,-3.1221454,-3.0020628,1.5010314,-2.581774,1.7411964,4.3229704,3.1821866,1.0807426,2.7618978,0.90061885,0.7204951,-1.3209076,-0.8405776,-0.12008251,3.062104,-1.4409902,-2.9420216,4.5631356,-4.1428466,-4.6231766,-1.2608664,-1.6211139,-7.6252394,2.8819804,-3.062104,-1.2008251,1.6811552,0.18012378
POINT (-61.143667 -8.099028),Deter_Deg_CsG,2024,2.234136,-0.61438745,1.2287749,0.22341362,1.0053613,1.0053613,-0.22341362,-0.16756022,0.16756022,3.853885,-1.3963351,-0.9495079,-4.300712,-4.691686,1.2287749,-0.22341362,-3.9097383,1.5080419,-0.44682723,2.0107226,0.22341362,2.066576,-0.44682723,-2.234136,4.412419,3.183644,-4.133152,3.6863246,1.1729215,0.33512044,1.5638953,-3.0719373,-1.3963351,-0.39097384,0.9495079,-2.1782827,2.066576,-3.853885,-0.16756022,-0.9495079,2.345843,-5.1943665,1.117068,0.72609425,0.558534,-2.1224294,-0.16756022,-0.558534,-0.11170681,-2.0107226,1.5638953,1.8431623,0.055853404,1.2846283,2.066576,-0.6702409,-2.234136,-2.736817,5.8646073,-1.1729215,-0.44682723,-0.39097384,1.3404818,3.5746179,2.1782827,1.8990158,2.234136,4.468272,0.279267,2.62511,-0.39097384,-0.055853404,3.742178,-3.0719373,-2.904377,-1.0612147,1.6197487,0.055853404,1.5080419,-0.7819477,-2.4016964,-1.3963351,-5.25022,-2.0107226,1.0053613,-0.39097384,3.183644,-3.183644,-2.066576,-0.50268066,-0.72609425,-1.8990158,1.3963351,0.44682723,2.5134032,2.4575498,-3.183644,2.0107226,4.412419,-0.16756022,-3.0160837,-2.066576,0.558534,-1.4521885,1.6756021,4.2448587,2.8485236,0.279267,2.234136,1.117068,0.61438745,-2.345843,-1.2287749,-1.5638953,3.4070578,-1.4521885,-4.133152,4.5241256,-4.0772986,-4.9150996,-1.3963351,-1.7314556,-7.0933824,2.5692565,-2.7926702,-1.3404818,3.853885,0.11170681
POINT (-61.143576 -8.099028),Deter_Deg_CsG,2024,1.6398438,-0.22618535,1.6398438,0.39582437,0.96128774,1.4136585,-0.7351024,-0.28273168,0.0,4.6368,-1.4136585,-0.113092676,-3.675512,-3.6189656,1.3005657,0.0,-4.862985,1.6398438,-1.0743804,2.1487608,-0.6785561,1.5832975,-0.9047414,-2.0922146,4.4671607,3.5624192,-3.7320583,4.4671607,1.5832975,-0.16963902,2.2053072,-3.166595,-1.7529365,-0.79164875,-0.8481951,-1.3005657,2.0356681,-3.3362339,-1.2440194,0.39582437,1.5832975,-5.5980873,0.8481951,2.0356681,-0.16963902,-1.5832975,0.6220097,-2.374946,-0.96128774,-1.7529365,1.0743804,3.166595,0.7351024,1.9225755,1.1309267,-0.39582437,-1.3571122,-2.3184,6.502829,-0.96128774,0.16963902,-0.39582437,2.2618535,4.1278825,1.6398438,2.3184,3.9582436,5.1457167,-0.7351024,1.3571122,-1.1309267,1.187473,4.4671607,-3.2231412,-4.354068,-1.2440194,1.1309267,0.16963902,1.4136585,-0.9047414,-2.4880388,-0.9047414,-5.315356,-0.6785561,1.5267512,-0.22618535,2.7142243,-3.0535023,-1.9791218,-1.0178341,-0.6220097,-2.1487608,1.7529365,1.5832975,2.7707705,1.5832975,-2.4314926,2.1487608,4.2409754,-1.3571122,-3.6189656,-3.4493265,0.39582437,-0.79164875,0.8481951,4.0713363,3.2796876,0.056546338,2.4880388,1.0178341,1.6398438,-2.8838632,-2.2053072,-0.6785561,4.523707,-0.22618535,-3.7320583,4.184429,-4.0713363,-5.202263,-1.0743804,-2.4880388,-7.181385,1.7529365,-2.657678,-2.2618535,3.505873,-0.8481951
POINT (-61.143485 -8.099028),Deter_Deg_CsG,2024,1.1837204,-0.5918602,1.7163945,1.0061623,0.6510462,0.9469763,-0.76941824,-1.3612784,-0.71023226,4.6756954,-2.3674407,-0.76941824,-2.900115,-3.6695333,1.4796505,0.05918602,-4.7940674,1.7755805,-0.71023226,2.4266267,-1.3020924,3.196045,-0.5918602,-2.1306968,4.971626,3.6103473,-2.959301,3.9654632,1.7163945,0.5326742,2.4266267,-3.136859,-2.3082547,-1.0061623,0.88779026,-1.0653484,1.9531386,-3.6695333,-1.3612784,-0.23674408,2.1306968,-4.5573235,0.2959301,2.7817428,-0.41430214,-1.9531386,-0.5326742,-0.8286043,-1.2429065,-1.9531386,1.3612784,4.2613935,0.9469763,1.1245344,-0.11837204,-1.0061623,-0.88779026,-2.840929,6.5104623,-1.6572086,0.11837204,0.41430214,1.8347666,2.7225568,1.4204645,2.0123246,3.551161,5.089998,-0.47348815,0.76941824,-0.2959301,1.7163945,3.6103473,-2.544999,-4.2613935,-1.3612784,0.88779026,-0.23674408,0.9469763,-1.7755805,-3.196045,-0.6510462,-4.024649,-1.9531386,1.3020924,-1.3020924,4.2022076,-3.196045,-1.8347666,-0.35511613,-0.41430214,-2.0715106,0.35511613,1.2429065,1.8939526,1.3612784,-3.432789,1.8347666,4.024649,-2.7817428,-3.551161,-4.5573235,0.41430214,-1.5980225,1.2429065,3.9654632,3.7879052,1.3020924,2.7817428,1.1245344,1.6572086,-1.7755805,-2.0123246,-0.6510462,4.2022076,-0.11837204,-2.3082547,4.8532534,-4.2613935,-4.9124393,-1.3020924,-2.485813,-7.5166245,2.3674407,-3.077673,-2.6041849,3.6103473,0.0
POINT (-61.143395 -8.099028),Deter_Deg_CsG,2024,1.5769919,-0.98561996,2.036948,1.248452,0.65707994,0.78849596,-0.065708,-1.839824,0.131416,5.1252236,-2.234072,-0.065708,-3.9424798,-4.993808,0.919912,0.262832,-4.862392,2.694028,-1.1827439,2.29978,-1.3798679,2.496904,-0.459956,-2.3654878,4.9280996,2.5626118,-3.5482318,4.073896,1.7084079,1.117036,1.5769919,-2.694028,-1.248452,0.131416,1.3141599,-2.431196,2.3654878,-3.3511078,-0.39424798,0.262832,2.496904,-4.862392,0.459956,2.1683638,0.39424798,-2.5626118,-0.065708,-1.6427,-0.262832,-2.102656,1.5769919,2.9568598,1.117036,1.9055319,1.6427,-0.85420394,-1.3141599,-2.7597358,5.3223476,-2.431196,-0.525664,-0.65707994,2.8254437,3.8767717,1.3798679,2.8254437,3.7453558,4.7309756,0.0,0.65707994,-1.3141599,1.839824,3.6139398,-3.2854,-4.008188,-1.1827439,1.445576,-0.19712399,1.248452,-0.722788,-2.3654878,-0.98561996,-5.388056,-2.29978,1.248452,-0.459956,2.036948,-2.891152,-1.839824,-0.722788,-0.65707994,-2.036948,0.722788,0.262832,1.9712399,1.9055319,-2.29978,1.9712399,3.679648,-1.7741159,-3.088276,-2.7597358,0.525664,-1.051328,1.3141599,3.7453558,2.431196,0.59137195,2.1683638,1.117036,1.7741159,-2.102656,-0.65707994,-0.32853997,4.27102,0.065708,-3.2196918,4.27102,-4.665268,-5.782304,-0.98561996,-1.7084079,-8.344915,1.9055319,-1.7084079,-1.7741159,3.0225677,0.39424798
POINT (-61.143304 -8.099028),Deter_Deg_CsG,2024,2.3678179,-0.18693298,1.5577748,0.62310994,1.4954638,1.8070188,-0.12462199,-0.8100429,0.24924397,4.6733246,-0.9969759,0.24924397,-3.9879036,-3.6140375,0.68542093,-1.4331529,-5.2964344,2.8663058,-1.4954638,2.8039947,-1.1839089,2.3678179,0.31155497,-2.1808848,3.6763487,1.4331529,-3.6140375,4.8602576,1.0592868,0.9346649,0.8723539,-2.8039947,-1.5577748,0.18693298,1.1215979,-1.8070188,2.9286168,-3.0532386,0.0,-0.31155497,2.3678179,-5.234123,0.9346649,1.8070188,0.24924397,-1.9316409,0.49848795,-1.3085308,0.18693298,-2.6793728,0.8100429,2.1808848,1.1215979,1.8693298,1.3085308,-0.31155497,-1.6200858,-2.4924397,5.4210563,-1.3085308,0.062310994,0.18693298,1.4954638,3.1778607,1.5577748,3.1155496,3.8632817,4.2994585,0.24924397,0.9346649,-1.1215979,0.8100429,3.9879036,-2.3678179,-2.8039947,-1.6200858,1.4331529,-0.062310994,1.2462199,-0.7477319,-2.8663058,-1.5577748,-6.9788313,-1.6823969,1.3085308,0.43617696,2.9286168,-3.1155496,-1.9939518,-1.4331529,-0.56079894,-1.6823969,0.9969759,0.8723539,2.8663058,1.8693298,-1.9939518,1.8070188,4.050215,-1.1839089,-3.3024826,-1.2462199,0.49848795,-0.8100429,1.9939518,3.4271047,2.8039947,-0.062310994,2.1185737,0.56079894,1.6200858,-1.7447078,-0.8723539,-0.18693298,3.1778607,-0.7477319,-2.9909277,4.4863915,-3.6763487,-4.8602576,-1.5577748,-1.9939518,-7.913496,2.5547507,-2.8663058,-1.3085308,2.5547507,-0.43617696
POINT (-61.143214 -8.099028),Deter_Deg_CsG,2024,1.1405827,0.0,1.8376055,0.69702274,1.8376055,1.520777,0.19009712,-0.38019425,0.63365704,3.9286737,-1.3940455,-0.69702274,-3.2950168,-4.6256967,1.3306798,0.0,-3.6118453,1.2673141,-1.077217,2.2177997,0.63365704,2.8514566,0.8237542,-1.1405827,3.2950168,1.3306798,-4.5623307,3.9286737,1.9009712,1.2039484,0.7603885,-2.9148223,-1.520777,1.0138513,2.4712625,-3.3583825,2.2811654,-2.4712625,-1.2673141,-1.4574112,1.1405827,-4.8791595,0.69702274,1.2673141,1.3940455,-1.2673141,-0.44355994,-1.1405827,1.520777,-1.5841427,1.4574112,2.4078968,0.7603885,1.077217,2.2177997,-0.7603885,-1.5841427,-3.7385767,4.4355993,-2.4078968,-0.19009712,-0.25346282,1.6475084,3.1049197,2.154434,2.5979939,1.4574112,3.7385767,0.38019425,1.3306798,0.19009712,1.8376055,4.5623307,-1.7108741,-1.5841427,-1.0138513,2.0910683,1.077217,0.7603885,-1.4574112,-2.0277026,-2.344531,-7.4771533,-1.9009712,1.0138513,-1.5841427,3.865308,-4.372234,-1.1405827,-0.69702274,0.69702274,-1.6475084,1.5841427,-0.50692564,1.8376055,2.2811654,-2.5979939,0.44355994,4.689062,-1.9009712,-3.1049197,-1.520777,-0.12673141,-2.5979939,0.8871199,3.8019423,2.7247252,0.57029134,2.2811654,0.57029134,1.2673141,-1.9643369,-0.63365704,-0.69702274,2.2811654,-1.6475084,-2.7247252,4.4989653,-3.6118453,-5.1326222,-1.8376055,-2.154434,-8.047444,2.8514566,-3.231651,-0.50692564,2.5979939,-0.25346282
POINT (-61.143123 -8.099028),Deter_Deg_CsG,2024,0.87982094,-0.64520204,1.8182966,1.2904041,1.4077135,1.9942608,0.23461892,-0.17596419,0.7625115,4.6923785,-1.2317493,-1.1144398,-3.9298668,-4.516414,-0.05865473,-1.2317493,-4.2231407,1.2904041,-0.8211662,1.9356061,0.05865473,2.5808082,1.2317493,-1.7009871,3.460629,1.7596419,-3.1087008,4.164486,2.0529156,-0.05865473,0.8211662,-3.2846649,-2.170225,0.0,1.0557852,-3.050046,4.34045,-3.5192838,-0.93847567,-0.93847567,1.4077135,-6.3933654,1.2317493,0.9971304,-0.5278926,-1.525023,0.23461892,-3.2846649,1.4663682,-1.5836776,1.525023,1.2317493,0.5865473,-0.05865473,2.3461893,0.0,-2.170225,-2.1115704,6.100092,-0.7625115,0.35192838,0.46923783,0.64520204,3.695248,1.9942608,2.8740819,2.4634986,4.0471764,0.7625115,2.3461893,-0.46923783,1.8182966,4.2231407,-2.6981175,-1.525023,-1.4077135,1.6423324,0.46923783,1.4663682,-0.11730946,-1.4663682,-2.2288797,-7.4491506,-1.3490587,1.1730946,-0.7625115,3.9885216,-3.9885216,-0.05865473,-1.2317493,1.2317493,-1.9942608,2.170225,1.2317493,2.5221534,1.9942608,-2.0529156,0.9971304,5.1616163,-1.3490587,-3.5192838,-1.0557852,1.525023,-2.4634986,1.7009871,3.8712122,2.2875345,0.70385677,1.4077135,0.35192838,1.9942608,-1.9356061,-0.87982094,-2.2875345,2.9327364,-1.3490587,-1.525023,3.5779386,-2.7567723,-5.1029615,-2.6981175,-2.3461893,-6.9799128,3.22601,-3.695248,0.5278926,4.0471764,-1.5836776
POINT (-61.143032 -8.099028),Deter_Deg_CsG,2024,3.4016392,-1.151324,0.68032783,2.1979823,1.5699873,3.1923077,-0.10466582,-1.4653215,1.4653215,3.610971,0.31399748,-0.575662,-4.1343,-2.2503152,-0.62799495,-0.8373266,-4.5529633,1.4129887,-1.9886507,2.302648,1.2036569,1.5699873,0.10466582,-3.0353088,4.5006304,2.982976,-1.9363177,5.4426227,0.99432534,0.15699874,0.8373266,-1.9886507,-2.8259773,-1.0989912,-0.9419924,-0.99432534,3.3493063,-4.5006304,-0.05233291,-0.78499365,2.1979823,-6.64628,1.5176544,0.0,-0.3663304,-0.7326608,1.5699873,-2.8259773,0.4186633,-3.610971,1.151324,-0.05233291,-0.99432534,0.15699874,0.3663304,0.31399748,-2.2503152,-0.4186633,6.2276163,-0.575662,-0.9419924,1.0466583,1.4129887,4.3959646,1.8839848,3.453972,3.7679696,3.506305,1.0989912,2.354981,-0.99432534,0.9419924,4.4482975,-3.7679696,-0.62799495,-2.459647,0.62799495,-1.5176544,1.9363177,0.20933165,-3.7679696,-1.726986,-6.3322825,-0.68032783,0.99432534,-0.8373266,3.2969735,-3.2446406,0.31399748,-0.31399748,-0.3663304,-1.9886507,1.4129887,0.26166457,3.506305,2.4073138,-1.151324,3.1923077,3.453972,0.4709962,-3.506305,-0.52332914,1.8839848,0.31399748,1.6746532,4.5529633,3.3493063,0.8373266,1.726986,-0.52332914,1.726986,-2.4073138,-0.26166457,-0.9419924,4.291299,-1.5699873,-1.8316519,2.2503152,-2.5119798,-4.5529633,-1.9886507,-3.0876417,-4.657629,3.1923077,-3.506305,-0.31399748,4.9716268,-1.779319
POINT (-61.141039 -8.099028),Deter_Deg_CsG,2024,2.098461,-1.4456065,0.9326493,0.74611944,2.1450934,-0.046632465,-0.37305972,-0.6528545,0.699487,3.310905,-1.398974,-1.2590766,-3.9171271,-4.9896736,1.1191791,-0.18652986,-4.9430413,2.3782556,-2.4248881,2.9378452,0.13989739,2.611418,0.46632466,-1.3523415,3.6839647,1.7720337,-3.310905,3.2176402,2.2849908,0.46632466,0.74611944,-4.1502895,-1.5388713,-0.13989739,2.3316233,-2.3782556,2.191726,-2.2383583,0.8393844,-0.18652986,1.0259142,-5.5492635,0.9326493,2.3782556,1.6787688,-1.4456065,-0.4196922,-0.046632465,1.6321362,-2.5647855,0.23316233,3.6373322,-0.8393844,1.8652986,3.310905,-0.27979478,-3.2642725,-2.9378452,5.222836,-1.1658117,-0.9326493,-0.8393844,2.5181532,3.2176402,1.5855038,3.6373322,2.797948,3.1710076,0.4196922,1.8652986,-0.32642725,2.2383583,4.103657,-2.891213,-1.398974,-1.1191791,1.1191791,1.7254012,0.18652986,-0.9326493,-2.9378452,-2.1450934,-5.922323,-2.2849908,1.1191791,-2.098461,3.3575375,-2.6580505,-1.9585636,-1.2590766,-0.09326493,-1.0259142,0.74611944,-0.18652986,1.7720337,2.5181532,-2.9378452,1.5388713,5.316101,-1.4456065,-3.0777426,-2.5647855,1.305709,-2.2849908,0.88601685,4.430084,3.9171271,1.305709,3.124375,-0.23316233,2.1450934,-1.2124441,-0.18652986,-0.5129571,2.8445804,-0.8393844,-2.5647855,4.290187,-4.5233493,-5.4559984,-1.1191791,-2.098461,-5.782426,2.704683,-2.8445804,-1.5388713,1.8186661,-0.046632465
