geometry,tile,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.154897 -9.901134),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,1.7860084,-2.2171137,1.1085569,-0.12317299,2.7713923,1.4164894,0.24634598,-0.9237974,1.4780759,6.343409,-0.18475948,-1.4164894,-2.6482193,-3.6951897,-0.61586493,0.49269196,-3.1409113,2.1555274,-2.7713923,2.7098057,0.36951897,1.3549029,0.43110546,-1.6012489,6.220236,-1.1701434,-7.821485,1.3549029,1.7860084,1.2317299,3.2640843,-4.126295,-1.5396624,-0.9237974,2.8329787,-1.2317299,4.126295,-2.5866327,-0.73903793,-0.43110546,-0.43110546,-3.5104303,2.0939407,1.4164894,2.4634597,-2.1555274,0.49269196,-1.3549029,-0.12317299,-3.8799493,1.5396624,3.3872573,-0.9853839,0.61586493,3.0793247,-2.4018734,-3.2024977,1.2933164,5.111679,1.6628354,0.80062443,0.8622109,1.3549029,4.618987,3.5720167,4.9885063,0.24634598,3.2024977,2.5866327,1.6628354,0.73903793,1.2933164,3.9415357,-2.0939407,-4.4342275,-0.24634598,2.7713923,3.5104303,-0.61586493,-2.4634597,-1.8475949,-2.8945653,-5.9123034,-1.2933164,0.9237974,0.55427843,3.6951897,-1.0469704,0.80062443,0.12317299,0.36951897,-1.3549029,0.12317299,0.0,2.4634597,1.9091814,-2.4634597,2.7098057,5.4196115,-1.6012489,-3.6336033,-2.4634597,-2.3402867,-1.3549029,3.7567763,2.1555274,1.6012489,0.61586493,3.4488437,0.30793247,1.2933164,-0.43110546,-1.8475949,-0.18475948,0.9237974,-1.5396624,-2.7713923,0.18475948,-4.5574007,-3.8183627,-1.5396624,-1.7860084,-6.836101,4.3110547,-1.9091814,-0.55427843,2.7098057,0.49269196
POINT (-61.186577 -9.837864),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,1.5548906,-1.166168,2.4989314,1.0551044,2.7765903,0.6663817,-1.5548906,1.9436133,1.8880814,4.387013,-0.7219135,0.111063614,-1.999145,-3.99829,2.3878677,1.6104224,-3.6095674,1.999145,-2.609995,0.22212723,0.7219135,1.6104224,1.9436133,-1.6659542,3.5540357,3.1097813,-3.3319085,1.3327634,1.166168,-0.44425446,2.6655269,-2.9431858,-1.3327634,-0.55531806,3.3319085,0.55531806,3.0542493,-2.7210586,1.166168,-2.4433994,-0.9995725,-4.053822,0.27765903,3.165313,2.7765903,-0.8329771,-1.2216997,0.61084986,-1.443827,-2.4433994,1.0551044,5.664244,-0.111063614,1.0551044,1.3882952,-0.7774453,-1.3327634,-2.1657405,7.0525393,0.16659543,-1.2216997,-0.8885089,2.609995,3.442972,1.2772316,1.6659542,2.4433994,2.7765903,2.9987175,1.4993588,1.1106361,2.4989314,3.8872266,-0.44425446,-3.1097813,1.3327634,0.22212723,2.332336,0.44425446,-2.0546768,-1.7770178,-1.7770178,-2.1657405,-3.6095674,2.6655269,-2.0546768,5.8308396,-0.8329771,0.111063614,-0.111063614,-1.2772316,-0.61084986,1.2772316,-0.111063614,0.9995725,0.8885089,-4.5536084,-0.38872266,4.997863,-3.165313,-4.053822,-3.7761629,-1.0551044,-2.3878677,2.1657405,5.1089263,1.3327634,0.33319086,4.4980764,-0.61084986,0.7774453,-0.8329771,-2.2212722,0.49978626,3.3874402,0.9995725,-1.8325497,1.6659542,-4.664672,-4.7202034,-0.55531806,-2.9987175,-5.8863716,5.1089263,-4.4425445,0.6663817,1.2216997,0.38872266
POINT (-61.076507 -9.775224),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.9181485,-4.9100847,0.7439523,3.9677453,2.430244,1.09113,3.1245995,-1.9838727,2.0830662,4.562907,-0.5951618,-1.8846791,-3.9677453,-1.8846791,-0.8927427,0.6943554,-2.975809,1.3391141,-3.223793,1.7854854,1.4383076,1.09113,-0.84314585,-1.1903236,4.7612944,1.2399204,-4.810891,1.7854854,0.6943554,-1.1903236,3.5709708,-2.0830662,-2.0334694,-2.5294375,0.09919363,1.1407268,3.4221804,-3.9677453,1.6862917,1.1903236,0.79354906,-4.36452,1.5870981,1.7854854,0.0,-0.39677453,1.2399204,-1.7854854,0.6447586,-5.406053,2.8270185,3.4717772,-1.1407268,2.3806472,1.8350822,-0.44637135,-3.6205676,0.39677453,6.050812,1.3887109,2.7774217,0.44637135,1.9838727,4.1661325,2.8766153,6.2987957,2.2318568,2.4798408,2.0830662,2.430244,-0.84314585,1.6366949,4.562907,-3.1741962,-5.3068595,0.6447586,0.14879045,2.0830662,0.8927427,-2.3310504,-4.1165357,-2.8766153,-2.430244,-0.5951618,-0.3471777,0.049596816,2.132663,0.79354906,0.8927427,-0.049596816,0.39677453,-2.3310504,-0.6447586,1.0415331,1.9838727,4.1661325,-2.0830662,2.430244,6.050812,-0.545565,-5.3068595,-2.7774217,-0.545565,-0.09919363,3.7693582,2.0334694,1.9838727,1.0415331,3.9181485,-0.94233954,0.9919363,-1.6862917,-1.6862917,0.14879045,4.1661325,-1.3391141,-3.4221804,-0.79354906,-4.066939,-3.7197611,-1.6862917,-3.7693582,-6.001215,3.9677453,-2.2318568,-0.8927427,3.2733898,0.7439523
POINT (-61.213577 -9.861984),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.7557948,-1.3115474,2.563479,2.6827106,-0.17884737,-0.95385265,-2.9807897,1.7884737,2.7423263,1.6096263,1.3115474,-1.1327,-1.6096263,-1.9673212,0.5365421,1.4903948,-4.3519526,2.4442475,-4.7096477,1.7884737,3.7557948,0.7153895,2.7423263,-0.05961579,5.186574,1.5500106,-3.2788684,5.0673423,0.5365421,0.23846316,-0.17884737,-0.7153895,-3.8154106,0.5365421,-2.2654,-0.05961579,5.0673423,-3.696179,2.026937,-1.430779,2.1461685,-6.259658,1.7884737,0.29807895,0.7750053,0.17884737,1.8480895,-3.6365633,2.2654,-4.828879,-0.5961579,2.6827106,-1.1327,2.801942,1.8480895,2.2654,-5.3654213,1.0730842,6.7962003,3.0404053,-0.95385265,1.4903948,3.159637,3.2788684,2.0865526,2.563479,2.861558,1.0134685,4.053874,1.4903948,-0.35769475,-0.11923158,3.9346423,-0.17884737,2.3846316,-3.457716,0.47692633,0.89423686,3.2192526,-1.7884737,-2.026937,-3.3384843,-1.9077053,-2.2654,2.026937,-2.2057843,-0.23846316,-1.0134685,2.7423263,-1.6692421,-1.9077053,0.23846316,0.8346211,-1.7884737,0.8346211,-1.1327,-2.0865526,1.6692421,7.5712056,2.5038633,-2.4442475,2.9807897,-1.9673212,0.5365421,-0.05961579,1.8480895,0.47692633,1.3115474,3.696179,0.6557737,1.3711631,0.35769475,2.3846316,0.17884737,2.2057843,-1.728858,-1.0134685,2.026937,-3.5173316,-4.3519526,-2.9807897,-4.053874,-3.3981001,4.888495,-1.8480895,3.9346423,3.7557948,1.1327
POINT (-61.226267 -9.855684),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.474071,-1.2903693,1.5881468,2.5311089,2.2829611,-1.0918509,-1.0422213,0.7940734,2.1340723,2.6799977,0.64518464,-0.54592544,-0.64518464,-2.2829611,1.687406,0.74444383,-4.6155515,2.7296274,-4.168885,2.3325906,2.4814794,1.687406,1.5385172,-1.5881468,4.81407,0.7940734,-3.0770345,3.8711078,1.4888877,-0.099259175,1.1911101,-1.9355539,-2.8785162,0.54592544,0.0,0.19851835,2.7296274,-3.6229599,3.6229599,-1.7370355,0.49629587,-6.3029575,1.3399988,1.4392581,1.3399988,-0.8933326,1.687406,-1.4392581,0.94296217,-4.2681446,0.8933326,3.970367,-1.2407397,2.6799977,1.7370355,0.59555507,-5.0622177,-0.3970367,5.7570324,0.74444383,0.24814793,0.64518464,3.2755527,4.218515,0.843703,3.474071,3.2755527,1.4888877,2.5311089,2.5311089,0.99259174,0.0,3.9207375,-1.0422213,-0.843703,-2.3822203,1.1911101,1.1911101,2.2829611,-1.2407397,-2.2829611,-3.2259233,-3.2259233,-0.74444383,1.6377764,-3.374812,0.8933326,0.6948142,-0.099259175,-0.49629587,-2.6799977,-1.1414806,0.3474071,-1.3399988,1.9851835,1.3399988,-2.9281456,2.1340723,6.00518,1.8859243,-2.3822203,-0.099259175,-0.59555507,-1.4888877,0.099259175,3.6229599,1.7866652,-0.24814793,3.7718487,-1.0918509,1.1414806,-0.14888877,1.5881468,1.1911101,2.4318497,-0.59555507,-2.7792568,3.4244416,-6.00518,-5.6081433,0.0,-3.5237007,-4.0199966,3.970367,-2.8288865,2.6303682,2.1340723,0.29777753
POINT (-61.231037 -9.824184),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,1.1790993,-1.5514464,1.7996778,0.6205786,0.7446943,1.2411572,-0.434405,0.49646285,1.5514464,4.8405128,0.37234715,0.37234715,-1.2411572,-2.9787772,1.0549836,-1.6135043,-2.3581986,3.47524,-1.7996778,2.4823143,-0.062057856,3.847587,0.7446943,-1.1790993,5.21286,0.49646285,-4.6543393,0.93086785,1.303215,3.9717028,2.172025,-1.9237936,-0.93086785,0.434405,2.4823143,-0.93086785,2.4202564,-4.0337605,1.303215,-1.303215,-0.49646285,-5.088744,0.24823143,2.8546615,2.172025,-1.4273307,0.93086785,-0.6205786,2.8546615,-3.6614134,1.1790993,4.406108,-0.434405,0.68263644,3.040835,-0.55852073,-2.9167192,-2.9167192,4.8405128,1.4273307,0.7446943,1.0549836,2.1099672,2.7926035,-0.062057856,3.47524,2.0479093,4.34405,3.2890663,0.86881,2.0479093,-1.1790993,1.5514464,-0.49646285,-2.1099672,0.7446943,2.6684878,0.434405,1.1170415,-2.6684878,-3.3511243,-2.544372,-4.7163973,-3.1649506,1.4893886,-2.3581986,2.544372,-2.6684878,-0.37234715,-0.062057856,-2.9167192,-0.434405,-1.0549836,-0.68263644,0.12411571,-1.0549836,-2.8546615,1.2411572,5.3369756,0.6205786,-3.7234714,-2.4823143,-2.4823143,-2.4823143,1.5514464,4.406108,-1.0549836,-1.4893886,4.406108,0.9929257,1.6135043,-0.86881,0.37234715,-0.18617357,2.1099672,1.303215,-2.9167192,0.86881,-5.3990335,-5.8954964,0.062057856,-3.47524,-7.8813477,5.9575543,-3.7234714,-0.9929257,0.68263644,0.55852073
POINT (-61.050947 -9.821124),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.9972506,-3.601918,2.6794755,4.21688,0.7467391,0.08785166,2.2402172,-2.2841432,1.9327365,3.7776213,0.7906649,-0.7467391,-3.4262147,-0.96636826,-0.5710358,-0.17570332,-2.5037723,2.1523657,-3.4701405,1.4934782,1.8448849,-0.39533246,0.08785166,-0.39533246,4.7439895,1.800959,-4.0411763,4.129028,0.96636826,-0.70281327,2.064514,-2.1962914,-2.6794755,-1.05422,-2.10844,1.8888106,4.2608056,-5.5785804,0.17570332,-0.70281327,1.6691815,-5.139322,3.382289,-0.35140663,-0.6149616,0.7906649,2.5037723,-2.6355498,0.70281327,-4.919693,2.5037723,2.1523657,-0.70281327,2.4159205,-0.08785166,1.3177749,-5.0514703,0.1317775,5.3150253,2.4159205,0.35140663,1.7131073,2.591624,4.787915,2.8991048,2.4159205,2.6794755,1.3177749,2.9869564,2.7234013,-0.5710358,0.35140663,5.0075445,-2.547698,-2.4598465,-3.338363,0.0,2.4159205,2.547698,-1.0981457,-3.0308821,-3.7336955,-3.338363,-1.4056265,-0.3074808,-0.43925828,-0.08785166,0.65888745,3.9093988,0.83459073,-1.05422,-4.4804344,1.273849,0.7467391,2.9430306,2.1962914,-0.17570332,1.3177749,5.358951,1.800959,-4.612212,1.9766623,-0.7906649,-0.7467391,0.7906649,2.8551788,-0.17570332,2.8551788,4.348657,0.3074808,0.7467391,-0.65888745,0.35140663,-0.43925828,3.2944372,0.17570332,-2.064514,1.273849,-4.129028,-2.2402172,-2.0205882,-2.3719947,-4.129028,2.1962914,-1.1859974,2.328069,4.21688,1.6691815
POINT (-61.033577 -9.854784),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,1.660207,-3.0832415,0.53363794,1.0079829,3.2018278,0.8301035,1.1858621,1.0672759,1.5416207,3.4982932,-0.8893966,-1.6009139,-1.7787932,-4.506276,2.253138,0.9486897,-3.7354658,2.5496035,-3.1425347,1.8973794,-0.8893966,1.3637414,-0.53363794,-1.6009139,5.2770863,0.77081037,-6.9965863,-0.23717242,2.312431,-0.41505176,3.2018278,-2.6681898,-2.193845,-1.6009139,2.846069,-0.23717242,1.126569,-3.7947588,0.6522242,-1.126569,-0.7115173,-3.6761725,1.8973794,3.0239484,3.2018278,-1.660207,0.35575864,1.0672759,-0.11858621,-1.8973794,-0.7115173,7.5302243,-0.29646552,2.0159657,0.47434485,-1.0079829,-1.3044484,-1.126569,6.2850695,1.0079829,1.1858621,0.0,3.8540518,2.846069,3.0239484,2.9646554,0.11858621,3.6168795,0.9486897,2.1345518,1.7787932,1.0079829,5.395673,-1.0672759,-5.632845,-0.35575864,0.59293103,1.7787932,-1.0079829,-1.4823277,-2.9646554,-3.6761725,-1.660207,-1.3044484,0.77081037,-1.5416207,4.38769,0.0,-0.29646552,-0.29646552,-1.6009139,-1.3044484,-0.35575864,-1.7787932,0.7115173,0.059293106,-1.8973794,1.0079829,4.624862,0.059293106,-4.980621,-3.1425347,-1.660207,-0.59293103,3.4982932,4.446983,2.4903104,2.4310174,3.2018278,0.0,2.193845,1.3044484,-1.126569,-0.23717242,2.0159657,-0.59293103,-2.786776,1.3044484,-6.759414,-5.2770863,1.4823277,-1.0079829,-5.8107243,4.0319314,-2.5496035,-2.0752587,1.6009139,1.660207
POINT (-61.045727 -9.982044),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,-0.11020379,1.9285663,1.7632606,0.55101895,3.1408079,0.44081515,-0.49591705,-0.16530567,1.9836682,3.8571327,-0.7714265,-0.055101894,-1.2122416,-4.1326423,3.3612156,0.11020379,-3.0306041,3.0306041,-2.2591777,0.6061208,0.7163246,1.8734643,1.2122416,-0.55101895,2.9204004,0.11020379,-5.2346797,2.2040758,1.2673435,2.699993,1.4877511,-2.8652985,-1.6530569,0.27550948,4.4081516,-1.4877511,1.9285663,-1.7081587,-0.38571325,-1.9836682,-1.7081587,-2.9755023,1.046936,3.1408079,2.8652985,-1.6530569,-1.5979549,1.6530569,1.542853,-2.534687,0.27550948,5.4550877,-0.16530567,2.8101966,3.8020306,-1.542853,-0.33061135,-4.022438,3.8571327,-1.3775474,-0.55101895,-0.8816303,3.2510118,3.5265212,1.4877511,2.4795852,0.7163246,1.4877511,3.1408079,0.8816303,0.7163246,1.2122416,3.636725,-0.7714265,-1.3224454,-0.55101895,1.9836682,3.0306041,0.82652843,-2.8101966,-2.9204004,-2.3693814,-6.722431,-3.8020306,1.2122416,-1.4877511,4.683661,-2.3693814,-0.49591705,-2.4795852,-2.589789,-0.33061135,1.3775474,-2.534687,-0.16530567,0.7163246,-4.07754,0.9367322,5.124476,-0.055101894,-3.0306041,-3.5265212,-2.699993,-4.8489666,-0.6612227,3.1959097,1.8183625,0.16530567,5.399986,2.03877,0.6061208,0.7163246,0.8816303,0.16530567,0.6061208,0.7163246,-1.4326493,3.8020306,-6.0612082,-5.6203933,-0.16530567,-3.3061137,-6.9979405,4.297948,-5.5101895,0.44081515,0.55101895,1.4326493
POINT (-61.074887 -9.779544),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.9395354,-3.018605,1.6883724,2.3534887,0.767442,2.251163,1.8418608,-0.81860477,1.534884,5.320931,1.4837211,-1.1255815,-3.4279075,-1.7395351,-0.97209316,1.1767443,-0.97209316,3.3255818,-2.8651166,2.0976746,-0.511628,0.81860477,-0.1534884,-0.97209316,4.4511633,1.4325583,-5.167443,3.069768,0.40930238,-0.9209304,3.5302331,-1.6883724,-2.6604655,-1.6372095,0.3069768,1.8418608,5.4744196,-5.4744196,-1.0744188,-0.511628,1.2790699,-3.9906983,0.97209316,-0.1534884,0.20465119,-0.102325596,1.4837211,-4.7069774,-0.40930238,-6.4976754,1.9441863,3.3767447,-0.4604652,1.023256,0.66511637,-1.1767443,-3.8883727,1.0744188,5.320931,2.4046514,2.9162796,1.5860467,1.023256,4.75814,4.553489,3.8883727,1.7906979,3.3767447,3.018605,1.3813956,-0.051162798,0.40930238,3.7348843,-3.4279075,-4.297675,-0.97209316,0.0,2.8139539,1.5860467,-1.6372095,-2.7116282,-3.069768,-3.2232563,-0.35813957,0.81860477,0.40930238,0.767442,0.40930238,2.5581398,-0.56279075,0.3069768,-2.251163,0.102325596,0.71627915,1.3302327,1.6372095,-1.2279072,1.2279072,5.883722,-0.767442,-5.013954,-2.0976746,-2.4558144,-1.3302327,2.8139539,1.7395351,-0.71627915,2.8651166,3.069768,0.9209304,0.767442,-1.6883724,-1.2790699,-1.2790699,3.3767447,-0.86976755,-2.9674423,-0.767442,-3.9395354,-2.7116282,-2.1488376,-5.065117,-4.9627914,3.83721,-2.506977,0.102325596,3.786047,0.0
POINT (-61.176227 -9.892854),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,4.7011333,-2.0065813,0.17199269,2.751883,0.51597804,0.22932358,-2.1212432,0.8026325,1.662596,2.1212432,1.7199268,-0.8599634,-2.1212432,-0.97462523,0.8599634,-0.8026325,-3.783839,3.7265081,-4.357148,2.5798903,1.089287,1.8919195,1.7199268,-1.8345886,5.6184278,0.17199269,-4.357148,2.9812067,0.8599634,0.97462523,2.178574,-0.45864716,-2.5225594,-1.4906033,-0.057330895,0.057330895,3.4971845,-4.5864716,2.5798903,-0.17199269,1.2039489,-5.3891044,1.3759415,2.4078977,0.22932358,-1.605265,1.8919195,-0.22932358,-0.45864716,-4.6438026,-0.74530166,3.3825228,-0.28665447,1.2612797,2.0639122,0.17199269,-1.9492505,0.8599634,7.166362,3.6691773,0.9172943,1.3186105,1.605265,4.1278243,1.662596,2.6945522,3.0385375,3.325192,2.0065813,0.8599634,-0.057330895,-1.0319561,3.0385375,-0.057330895,-0.11466179,-0.63063985,1.8919195,-0.45864716,1.5479342,-2.2932358,-2.9238756,-3.4398537,-2.3505666,-2.0639122,0.8026325,-1.605265,1.7772578,0.17199269,1.1466179,-0.57330894,-2.1212432,-0.57330894,-1.2612797,-1.4906033,0.40131626,-2.0065813,-1.8345886,1.4906033,6.650384,2.637221,-3.2678611,0.8599634,-0.68797076,-0.057330895,2.235905,3.6118464,-0.8599634,0.8599634,4.0131626,0.22932358,2.5225594,2.235905,0.8599634,-0.11466179,3.1531992,-2.0065813,-1.7199268,1.8345886,-4.0131626,-3.898501,-0.40131626,-2.8092139,-4.1278243,7.2810235,-0.97462523,-0.28665447,3.7265081,0.22932358
POINT (-61.112867 -9.750564),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,2.6151953,-2.94905,0.8346368,2.94905,2.559553,0.38949716,0.38949716,0.111284904,2.837765,4.896536,0.94592166,-2.6708376,-1.112849,-2.6708376,0.44513962,2.448268,-3.1716197,1.2797765,-3.672402,1.0572066,1.3354188,1.112849,0.5564245,0.3338547,5.564245,-0.22256981,-7.0665913,1.3354188,1.224134,0.16692735,2.3926253,-2.94905,-1.7805585,-0.7233519,1.9474858,0.0,2.6708376,-3.3385472,2.6151953,0.44513962,0.16692735,-3.561117,2.7264802,2.1144133,2.94905,-1.112849,0.16692735,-0.89027923,0.94592166,-1.224134,2.559553,3.7280443,-0.8346368,2.6151953,1.1684915,-0.3338547,-3.8393292,-0.27821225,4.5070386,1.6692736,1.112849,0.3338547,2.5039103,3.3941896,3.0046923,4.5070386,0.3338547,1.112849,2.6151953,3.3941896,0.7789943,0.89027923,5.119106,-0.27821225,-4.8408933,-0.89027923,0.8346368,2.7264802,-0.111284904,-1.5023462,-1.1684915,-4.0062566,-2.7264802,-0.27821225,1.8918433,-2.0587707,3.9506142,-1.2797765,2.6151953,-1.112849,-0.8346368,-1.6136311,-1.4467038,-0.27821225,1.836201,1.5579886,-1.8918433,1.5023462,5.67553,-0.5007821,-4.2844687,-1.7805585,-2.225698,-1.5579886,2.6151953,2.837765,3.1716197,0.38949716,1.1684915,-1.3354188,1.112849,-1.0015641,-0.94592166,0.44513962,0.6677094,0.055642452,-0.5007821,-1.0015641,-4.562681,-6.287597,0.0,-3.7280443,-5.397318,4.562681,-1.5023462,0.7789943,3.0046923,1.4467038
POINT (-61.132217 -9.883314),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.2216733,-0.1464397,0.87863815,1.9525292,2.0501556,0.7321985,0.09762646,-0.34169263,0.8298249,4.7836967,-1.6108366,-1.1227043,-2.782354,-3.563366,-0.1464397,0.7321985,-3.563366,2.2942219,-4.2467513,1.9525292,2.1965954,2.1965954,0.04881323,-3.0752335,4.5396304,0.39050585,-5.125389,1.903716,0.39050585,1.073891,1.8549027,-3.2704866,-0.68338525,-0.5369455,1.1227043,0.1464397,2.5871012,-2.098969,1.1715176,0.34169263,1.1715176,-6.1992803,0.09762646,-0.634572,1.6596498,-2.1965954,0.68338525,-0.04881323,1.1227043,-3.612179,0.9274514,2.8311675,-1.6108366,2.6359146,4.197938,-0.2928794,-3.4169261,-0.4881323,6.101654,-0.9274514,-0.9274514,-0.7321985,2.0501556,3.3192997,1.903716,5.3694553,1.0250778,0.4881323,0.2928794,3.5145526,1.2203308,0.8298249,3.563366,-0.7321985,-2.4406617,0.43931907,2.0501556,1.4155837,0.5857588,-2.6847277,-2.733541,-3.0264204,-4.8813233,-3.612179,0.04881323,-1.4155837,4.2467513,-2.0501556,-0.19525293,-0.7810117,-1.1227043,-1.8060895,-0.34169263,-1.2203308,2.6359146,0.43931907,-3.807432,1.2203308,5.955214,-0.43931907,-2.782354,-1.9525292,-1.464397,-1.8549027,1.7572763,3.7098055,4.197938,-1.0250778,4.442004,0.0,-0.04881323,-0.04881323,-0.2928794,0.1464397,2.3430352,-1.464397,-3.3192997,2.538288,-4.393191,-3.4657395,-1.0250778,-3.5145526,-5.271829,5.271829,-2.6847277,-0.5369455,3.1240468,0.0
POINT (-61.194767 -9.799344),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,3.3076742,-1.6538371,1.9846046,1.4884534,2.2602441,0.055127904,1.7089651,2.315372,2.3704998,3.7486975,-1.2679418,-0.88204646,-4.079465,-2.0948603,-0.71666276,-1.0474302,-2.756395,2.0397325,-0.9923023,2.0948603,0.27563953,-0.44102323,0.27563953,0.44102323,7.0012436,1.7089651,-6.0089417,2.4807556,0.55127907,0.66153485,1.157686,-3.0871625,-2.4256277,0.6064069,0.16538371,0.9371744,3.362802,-5.126895,0.66153485,-0.9371744,-0.055127904,-2.3704998,2.6461394,0.71666276,-0.49615115,-0.44102323,0.44102323,-3.1974185,0.71666276,-6.0089417,3.1422906,2.2051163,0.66153485,2.2602441,0.9923023,-0.22051162,-3.362802,0.055127904,6.0089417,2.6461394,1.1025581,2.1499882,0.49615115,5.292279,1.9294766,3.1974185,1.9294766,3.6935697,3.1974185,3.0871625,0.55127907,-0.22051162,3.8038254,-3.6935697,-5.51279,-3.1422906,0.82691854,1.0474302,0.9923023,-1.6538371,-3.914081,-2.5910115,-2.6461394,-0.16538371,1.3230697,0.0,1.2128139,-2.9769068,0.66153485,0.49615115,-1.7089651,-2.4807556,-0.9371744,0.88204646,3.0320346,2.5358837,0.55127907,2.5910115,4.6858716,-0.16538371,-4.8512554,-1.8192208,-1.7089651,-1.5435812,2.921779,3.4179301,0.0,1.6538371,3.914081,1.0474302,2.756395,-1.9294766,-1.0474302,0.49615115,3.8038254,0.82691854,-3.5833137,1.4884534,-4.46536,-5.843558,-0.82691854,-1.8192208,-5.4576626,2.8115232,-2.5358837,-1.4333255,3.1422906,-0.9371744
POINT (-61.241567 -9.784134),C51L34,VEGETACAO NATURAL FLORESTAL PRIMARIA,2024,0.71640897,-1.4328179,2.0390103,0.3857587,2.149227,0.5510838,-0.055108383,-0.49597543,0.055108383,4.7944293,-1.5430348,-1.9839017,-2.2043352,-3.5820448,1.9287934,-1.7083598,-3.9678035,3.2513945,-3.306503,3.306503,-0.16532515,2.0390103,1.7083598,-1.7083598,4.1331286,0.11021677,-4.6842127,1.6532515,2.149227,1.4328179,1.7083598,-2.9758527,-1.9287934,-1.4328179,3.141178,-0.11021677,3.6371534,-3.1962862,1.5981431,-0.3857587,-1.2674928,-5.621055,1.4328179,2.3696604,2.7003107,-2.5349855,0.11021677,0.3306503,1.7083598,-2.8656359,1.0470593,5.1250796,-0.49597543,2.590094,2.5349855,-3.306503,-3.141178,-3.0860696,3.0860696,0.3857587,-0.16532515,-0.22043353,1.9839017,2.590094,2.7003107,3.030961,2.4798772,1.5981431,2.314552,1.3226012,0.0,1.0470593,2.6452024,-0.60619223,-3.030961,0.055108383,2.6452024,2.2594438,-0.3306503,-3.0860696,-1.873685,-2.8105276,-6.282356,-2.149227,1.0470593,-2.0390103,4.0780206,-0.3857587,0.11021677,-1.4328179,-0.88173413,0.22043353,1.2674928,-0.88173413,0.82662576,2.5349855,-3.9678035,1.2674928,6.9987645,-2.2594438,-3.3616114,-4.022912,-1.2123845,-3.5269365,1.4879264,2.7003107,1.5430348,-1.2674928,5.1250796,-0.16532515,1.2674928,-0.3857587,-0.60619223,-0.11021677,1.9287934,-0.5510838,-2.2043352,2.6452024,-4.0780206,-3.8024786,-0.3306503,-2.7003107,-6.9436564,4.188237,-5.1250796,-0.22043353,0.49597543,0.055108383
